time (s),friction coefficient,time (ms),SEP_300,FIM_300,SEP_500,FIM_500,SEP_1000,FIM_1000
0.0001083529415736896,0.10017064017293319,0.1083529415736896,,,,,,
0.0001123841721802522,0.12827862908619544,0.1123841721802522,,,,,,
0.00011717806803670504,0.14168161699927911,0.11717806803670504,,,,,,
0.00012322491394654893,0.15017585110661577,0.12322491394654893,,,,,,
0.00013030680555267243,0.16501747150657017,0.13030680555267243,,,,,,
0.00013853269503363126,0.17859002139295618,0.13853269503363125,,,,,,
0.0001481749628358148,0.19689725068803246,0.1481749628358148,,,,,,
0.000159233608959223,0.2168627826510796,0.159233608959223,,,,,,
0.00017230787038591253,0.218647645329516,0.17230787038591253,,,,,,
0.00018712536666949398,0.22896715801704548,0.18712536666949398,,,,,,
0.00020390400216707889,0.25696757473573834,0.20390400216707888,,,,,,
0.00022231692034299996,0.2725663411478389,0.22231692034299996,,,,,,
0.0002430178342685917,0.28077728562096876,0.2430178342685917,,,,,,
0.00026627912439024346,0.28290153444041205,0.2662791243902435,,,,,,
0.0002916105059044544,0.29812689474888615,0.29161050590445436,,,,,,
0.0003196112157932811,0.32616341446260694,0.3196112157932811,,,,,,
0.0003503357301460015,0.3267744505397912,0.3503357301460015,,,,,,
0.0003836206206947819,0.3462350344824075,0.3836206206947819,,,,,,
0.0004199561722431232,0.3487460490538205,0.4199561722431232,,,,,,
0.00045885209998752454,0.3751709061631712,0.4588520999875245,,,,,,
0.0005009076409100425,0.3808065737707609,0.5009076409100425,,,,,,
0.0005465586037249001,0.3890903305127404,0.5465586037249001,,,,,,
0.000595096799271485,0.39422711369260127,0.595096799271485,,,,,,
0.0006472304167104094,0.42240634641716784,0.6472304167104094,,,,,,
0.0007029594560416735,0.43269527566386196,0.7029594560416734,,,,,,
0.0007620115368188878,0.4359326436871284,0.7620115368188878,,,,,,
0.0008248224677562753,0.43952126079910325,0.8248224677562753,,,,,,
0.0008912288205860026,0.4465905233202797,0.8912288205860026,,,,,,
0.0009614484996651809,0.4681653614374397,0.9614484996651809,,,,,,
0.0010355359810830882,0.4653084042573742,1.0355359810830882,,,,,,
0.0011133278365718909,0.467238844072487,1.1133278365718908,,,,,,
0.0011950419704887005,0.4801688269933253,1.1950419704887005,,,,,,
0.0012806783828335168,0.48417576112783245,1.2806783828335169,,,,,,
0.0013705094540527294,0.4954119501341524,1.3705094540527294,,,,,,
0.0014643172797892266,0.49218542667917675,1.4643172797892265,,,,,,
0.0015618839556858972,0.48664112936691784,1.5618839556858972,,,,,,
0.001663590814367686,0.5151497292193956,1.663590814367686,,,,,,
0.0017693833797453155,0.507985217274272,1.7693833797453156,,,,,,
0.0018796974605330083,0.5108001782171295,1.8796974605330083,,,,,,
0.0019940972480165416,0.5189230819472637,1.9940972480165415,,,,,,
0.0021126372182851934,0.507120325139608,2.1126372182851934,,,,,,
0.0022355352756960748,0.5273198499143178,2.235535275696075,,,,,,
0.0023626824680706305,0.5117618398065354,2.3626824680706306,,,,,,
0.002494133271498138,0.5245237893999164,2.4941332714981383,,,,,,
0.002629724257710764,0.5229831371231891,2.6297242577107642,,,,,,
0.002769291998440675,0.5249467237750293,2.769291998440675,,,,,,
0.0029131633502235375,0.5294253546706554,2.9131633502235377,,,,,,
0.0030615562174164637,0.5166730657434082,3.061556217416464,,,,,,
0.0032139803152159523,0.5262049297142449,3.2139803152159523,,,,,,
0.0033708169762469487,0.5295672929339268,3.3708169762469486,,,,,,
0.003531575915705952,0.5260638926546586,3.531575915705952,,,,,,
0.003696638466217907,0.516534079197195,3.696638466217907,,,,,,
0.0038658956756042586,0.5214417388244307,3.8658956756042584,,,,,,
0.00403923859168645,0.5274614721877086,4.03923859168645,,,,,,
0.004217103023178705,0.5231237833593387,4.217103023178705,,,,,,
0.004399271065723913,0.5245237893999164,4.399271065723913,,,,,,
0.004585524814964961,0.5211614261802343,4.585524814964961,,,,,,
0.004776136651348239,0.5228425664945628,4.776136651348239,,,,,,
0.004970507337891689,0.5159795891755562,4.970507337891689,,,,,,
0.005169290587666648,0.5112118257752766,5.169290587666648,,,,,,
0.005371996115869614,0.5126182097284476,5.371996115869614,,,,,,
0.005578950779036253,0.5033447494431086,5.578950779036253,,,,,,
0.005790154577166567,0.5124804989836611,5.790154577166566,,,,,,
0.006005661986349832,0.501391368551665,6.005661986349832,,,,,,
0.006225309578318216,0.5029390010341005,6.225309578318217,,,,,,
0.006448716020446774,0.5093932787978848,6.448716020446774,,,,,,
0.006676044741003338,0.5077121384835565,6.676044741003338,,,,,,
0.006907459168255742,0.49156077331304265,6.907459168255742,,,,,,
0.007143013778293265,0.5039441085153541,7.143013778293265,,,,,,
0.007382980951562296,0.49634379833648845,7.3829809515622955,,,,,,
0.007626870403259333,0.49554500290403086,7.626870403259333,,,,,,
0.007874573181205822,0.5029991662375237,7.874573181205823,,,,,,
0.008126579570205263,0.4910324702988108,8.126579570205264,,,,,,
0.008382453761543432,0.489350795382516,8.382453761543433,,,,,,
0.00864246813566672,0.48882576792972876,8.64246813566672,,,,,,
0.00890596897950379,0.48107209153850694,8.905968979503792,,,,,,
0.009173773434393814,0.49231731015893815,9.173773434393814,,,,,,
0.0094456091198904,0.47951859183843965,9.4456091198904,,,,,,
0.00972147603599355,0.48404598901469487,9.72147603599355,,,,,,
0.010001210754435427,0.4791322575938219,10.001210754435427,,,,,,
0.010284976703483868,0.4833971752169476,10.284976703483867,,,,,,
0.010572664930960315,0.4660584597030486,10.572664930960315,,,,,,
0.010864166484686213,0.46917135729282006,10.864166484686212,,,,,,
0.011159590316840119,0.4702215637305539,11.159590316840118,,,,,,
0.01145899090351131,0.4656829698971439,11.45899090351131,,,,,,
0.011762368244699785,0.47487747286064136,11.762368244699784,,,,,,
0.012069667864316267,0.4637528476883853,12.069667864316267,,,,,,
0.012381053190628589,0.47139495039774576,12.381053190628588,,,,,,
0.012696197367101085,0.4651834699493469,12.696197367101085,,,,,,
0.013015209345912309,0.46194874550792614,13.015209345912309,,,,,,
0.013338034650972984,0.4617007476011067,13.338034650972984,,,,,,
0.01366467328228311,0.46182471326106356,13.664673282283111,,,,,,
0.013995288668110522,0.46132956605986075,13.995288668110522,,,,,,
0.01433009871281233,0.45186985178417577,14.33009871281233,,,,,,
0.014668449703317198,0.4501900636717488,14.668449703317197,,,,,,
0.015010559543982241,0.45498511985861384,15.010559543982241,,,,,,
0.015356537186986012,0.4483898515128024,15.356537186986012,,,,,,
0.015706600536685624,0.4486304560698431,15.706600536685624,,,,,,
0.01606036826045613,0.45006918860572603,16.06036826045613,,,,,,
0.01641794931047609,0.4433517577315955,16.41794931047609,,,,,,
0.01677928921065622,0.44635120540226203,16.77928921065622,,,,,,
0.017144714817532193,0.44491163700472913,17.144714817532194,,,,,,
0.01751411717892545,0.441672420638672,17.51411717892545,,,,,,
0.01788727839047888,0.4477893141527747,17.88727839047888,,,,,,
0.018264143976103205,0.4443159178210014,18.264143976103206,,,,,,
0.01864487736406626,0.44119887979807154,18.64487736406626,,,,,,
0.0190295875065466,0.43640028145330023,19.0295875065466,,,,,,
0.019417784118740723,0.43507172308612346,19.417784118740723,,,,,,
0.019810120913719965,0.43928592039273645,19.810120913719963,,,,,,
0.020206379987127213,0.436634326857465,20.206379987127214,,,,,,
0.020606397910694636,0.44407813744802105,20.606397910694636,,,,,,
0.021010610493136454,0.43304332513094823,21.010610493136454,,,,,,
0.02141852744964917,0.4344885686301608,21.41852744964917,,,,,,
0.02183031220850061,0.43628320313964203,21.83031220850061,,,,,,
0.022245801341422948,0.4394037097505101,22.245801341422947,,,,,,
0.022664831420148347,0.43269527566386196,22.664831420148346,,,,,,
0.023088056157748144,0.434605134065796,23.088056157748145,,,,,,
0.023515257649865225,0.43916849517837275,23.515257649865227,,,,,,
0.023946381420410313,0.4349549072621051,23.946381420410315,,,,,,
0.024381046136758462,0.4468317320037107,24.381046136758464,,,,,,
0.024819633131534617,0.4311334954601864,24.819633131534616,,,,,,
0.02526214240473878,0.43928592039273645,25.26214240473878,,,,,,
0.025708573956370946,0.4328110320451735,25.708573956370945,,,,,,
0.026158546453806178,0.43893323160651987,26.158546453806178,,,,,,
0.026612495705758694,0.42823747638797455,26.612495705758693,,,,,,
0.027070476188317774,0.4403729989894649,27.070476188317773,,,,,,
0.02753237894930486,0.42945587646121813,27.53237894930486,,,,,,
0.027997986084362842,0.43846405992995624,27.997986084362843,,,,,,
0.02846724311740244,0.43257928461166745,28.467243117402443,,,,,,
0.028940476904959326,0.4266726999993942,28.940476904959326,,,,,,
0.029417415066587103,0.4276639295008911,29.417415066587104,,,,,,
0.02989827550664289,0.4371411500742066,29.89827550664289,,,,,,
