time (s),friction coefficient,time (ms),moving window,SEP,FIM,trial,rock type
0.015782758109496083,0.44131827684255326,15.782758109496083,300,,,LHVR0438,silicate
0.016136090024552366,0.42446576656465057,16.136090024552367,300,,,LHVR0438,silicate
0.016493071837590266,0.44096668474819395,16.493071837590264,300,,,LHVR0438,silicate
0.01685408488123473,0.4284510422401601,16.85408488123473,300,,,LHVR0438,silicate
0.017218856775039367,0.4295465533241897,17.218856775039367,300,,,LHVR0438,silicate
0.017587932279896957,0.41566690516301685,17.587932279896958,300,,,LHVR0438,silicate
0.017960712158825443,0.42000357876260014,17.960712158825444,300,,,LHVR0438,silicate
0.01833752326836049,0.4216702596307057,18.337523268360492,300,,,LHVR0438,silicate
0.018717984275877158,0.4152243294868481,18.717984275877157,300,,,LHVR0438,silicate
0.019102149657464717,0.41811456769713523,19.102149657464718,300,,,LHVR0438,silicate
0.019490019413123172,0.41167017442207243,19.49001941312317,300,,,LHVR0438,silicate
0.01988197487547747,0.40543462636165145,19.881974875477468,300,,,LHVR0438,silicate
0.020277798140170493,0.4160063063662207,20.277798140170493,300,,,LHVR0438,silicate
0.020677598159380802,0.40500345094965007,20.677598159380803,300,,,LHVR0438,silicate
0.02108099360048345,0.39521351842724095,21.08099360048345,300,,,LHVR0438,silicate
0.021488420272192662,0.40145661679286704,21.488420272192663,300,,,LHVR0438,silicate
0.021899823698419158,0.39979082170244,21.89982369841916,300,,,LHVR0438,silicate
0.022314768070448715,0.38384700183931947,22.314768070448714,300,,,LHVR0438,silicate
0.022733852625263392,0.4038220223674456,22.733852625263392,300,,,LHVR0438,silicate
0.023156804982416797,0.3788403018153283,23.156804982416798,300,,,LHVR0438,silicate
0.02358340723755182,0.37530267088478975,23.583407237551818,300,,,LHVR0438,silicate
0.024014095199382683,0.38126418880325363,24.014095199382684,300,,,LHVR0438,silicate
0.024448705439641553,0.3686306234023936,24.448705439641554,300,,,LHVR0438,silicate
0.02488723795832843,0.3653917003012415,24.88723795832843,300,,,LHVR0438,silicate
0.02532980170762187,0.361477534622623,25.32980170762187,300,,,LHVR0438,silicate
0.02577650563970043,0.3600030675108001,25.776505639700428,300,,,LHVR0438,silicate
0.026226641565403493,0.3488001016713816,26.226641565403494,300,,,LHVR0438,silicate
0.0266808631978024,0.34370178201851936,26.6808631978024,300,,,LHVR0438,silicate
0.02713900710862931,0.34833630143406125,27.13900710862931,300,,,LHVR0438,silicate
0.027601236726152063,0.3400028970935335,27.601236726152063,300,,,LHVR0438,silicate
0.028067116241656434,0.3272786619695058,28.067116241656436,300,,,LHVR0438,silicate
0.028537026987767368,0.3365799334822643,28.53702698776737,300,,,LHVR0438,silicate
0.02901058763185992,0.32393908378614344,29.01058763185992,300,,,LHVR0438,silicate
0.02948817950655903,0.3221835851263544,29.48817950655903,300,,,LHVR0438,silicate
0.029969530231418316,0.32526231476681783,29.969530231418315,300,,,LHVR0438,silicate
0.030454857710794887,0.32342218752759166,30.454857710794887,300,,,LHVR0438,silicate
0.0309442708968673,0.31875990152743483,30.944270896867298,300,,,LHVR0438,silicate
0.03143760636136771,0.3201729769537142,31.437606361367713,300,,,LHVR0438,silicate
0.03193459172384975,0.31358623167262434,31.93459172384975,300,,,LHVR0438,silicate
0.03243555384084907,0.3150865641377053,32.43555384084907,300,,,LHVR0438,silicate
0.03294032928409784,0.30715948012046224,32.94032928409784,300,,,LHVR0438,silicate
0.033449081481863895,0.3104154014874497,33.44908148186389,300,,,LHVR0438,silicate
0.033961755958057956,0.30382079011915286,33.96175595805796,300,,,LHVR0438,silicate
0.034478298236590744,0.3119182198020254,34.478298236590746,300,,,LHVR0438,silicate
0.03499865384137299,0.3117523147817508,34.99865384137299,300,,,LHVR0438,silicate
0.0355230406767618,0.3133360032038445,35.523040676761795,300,,,LHVR0438,silicate
0.0360511318862215,0.3117523147817508,36.0511318862215,300,,,LHVR0438,silicate
0.03658325432628776,0.31825132324313105,36.583254326287765,300,,,LHVR0438,silicate
0.03711946247304987,0.30874650147945265,37.11946247304987,300,,,LHVR0438,silicate
0.03765964737432926,0.31825132324313105,37.65964737432926,300,,,LHVR0438,silicate
0.038203427697500986,0.317006497978246,38.203427697500985,300,,,LHVR0438,silicate
0.038751566107814946,0.3217550628496144,38.751566107814945,300,,,LHVR0438,silicate
0.03930335441611052,0.3169222554138225,39.30335441611052,300,,,LHVR0438,silicate
0.03985917395501266,0.325175679718616,39.85917395501266,300,,,LHVR0438,silicate
0.04041886129625352,0.325175679718616,40.418861296253525,300,,,LHVR0438,silicate
0.040982416439833115,0.3222692946944623,40.982416439833116,300,,,LHVR0438,silicate
0.04154956700530505,0.32701722949334855,41.54956700530505,300,,,LHVR0438,silicate
0.042120857753562106,0.3334249355954554,42.120857753562106,300,,,LHVR0438,silicate
0.0426957439237115,0.3320225952508998,42.6957439237115,300,,,LHVR0438,silicate
0.043274933704913844,0.33702796100845106,43.27493370491384,300,,,LHVR0438,silicate
0.0438580457645442,0.3419424334728085,43.858045764544194,300,,,LHVR0438,silicate
0.04444529800695967,0.34555441513552,44.44529800695967,300,,,LHVR0438,silicate
0.04503603671908892,0.34889310513682936,45.03603671908892,300,,,LHVR0438,silicate
0.04563075218573546,0.3519505046964029,45.63075218573546,300,,,LHVR0438,silicate
0.04622949888298856,0.3587178792911732,46.22949888298856,300,,,LHVR0438,silicate
0.04683227681084822,0.3634331797990464,46.83227681084822,300,,,LHVR0438,silicate
0.04743897701713589,0.3622478651420669,47.43897701713589,300,,,LHVR0438,silicate
0.048049599501851566,0.3701016785109554,48.04959950185157,300,,,LHVR0438,silicate
0.04866387188454886,0.36892524514468567,48.66387188454886,300,,,LHVR0438,silicate
0.049282066545674165,0.38146707570774496,49.28206654567416,300,,,LHVR0438,silicate
0.049904129009138196,0.37873934232137807,49.904129009138195,300,,,LHVR0438,silicate
0.0505304406075659,0.3900033231367002,50.5304406075659,300,,,LHVR0438,silicate
0.0511604565800645,0.3823817019949838,51.160456580064505,300,,,LHVR0438,silicate
0.05179439483099111,0.3839493501505778,51.79439483099111,300,,,LHVR0438,silicate
0.05243198297989934,0.4001099227145463,52.43198297989934,300,,,LHVR0438,silicate
0.053073820263771235,0.3922960751538512,53.07382026377123,300,,,LHVR0438,silicate
0.05371914401735692,0.40634588509276603,53.71914401735692,300,,,LHVR0438,silicate
0.05436839004937061,0.4035513563687439,54.36839004937061,300,,,LHVR0438,silicate
0.05502166731199086,0.4019908608143749,55.02166731199086,300,,,LHVR0438,silicate
0.05567924818566407,0.40543462636165145,55.679248185664065,300,,,LHVR0438,silicate
0.056340261052961776,0.4133368552901779,56.34026105296178,300,,,LHVR0438,silicate
0.05700514172259822,0.4134469201383646,57.00514172259822,300,,,LHVR0438,silicate
0.05767389019457339,0.411889194310247,57.67389019457339,300,,,LHVR0438,silicate
0.05834639751670873,0.4183368978944945,58.346397516708734,300,,,LHVR0438,silicate
0.059022718165093524,0.41966870099744685,59.02271816509352,300,,,LHVR0438,silicate
0.05970307004408488,0.40931666452754906,59.70307004408488,300,,,LHVR0438,silicate
0.06038712629714713,0.43063944897374473,60.387126297147134,300,,,LHVR0438,silicate
0.0610753227329945,0.42000357876260014,61.0753227329945,300,,,LHVR0438,silicate
0.06176716906682349,0.4151140448163419,61.767169066823485,300,,,LHVR0438,silicate
0.06246304663125904,0.4184482941722964,62.46304663125904,300,,,LHVR0438,silicate
0.06316273752194404,0.41355676189854745,63.16273752194404,300,,,LHVR0438,silicate
0.06386635069105705,0.4165593236166637,63.86635069105705,300,,,LHVR0438,silicate
0.06457350480597311,0.4165593236166637,64.57350480597312,300,,,LHVR0438,silicate
0.06528458119931718,0.4068864915453451,65.28458119931719,300,,,LHVR0438,silicate
0.06599952539499998,0.40855405913364573,65.99952539499998,300,,,LHVR0438,silicate
0.06671833739302152,0.4133368552901779,66.71833739302151,300,,,LHVR0438,silicate
0.06744112614556035,0.39574001472843295,67.44112614556035,300,,,LHVR0438,silicate
0.0681677827004379,0.4064540020641475,68.1677827004379,300,,,LHVR0438,silicate
0.06889808915329707,0.39979082170244,68.89808915329706,300,,,LHVR0438,silicate
0.06963237236067352,0.3982307133775306,69.63237236067351,300,,,LHVR0438,silicate
0.07037074127474581,0.3902108156623392,70.37074127474581,300,,,LHVR0438,silicate
0.07111270561071044,0.3851058006127509,71.11270561071044,300,,,LHVR0438,silicate
0.07185897355772802,0.3800032379280668,71.85897355772802,300,,,LHVR0438,silicate
0.07260900035490578,0.37186757219103267,72.60900035490577,300,,,LHVR0438,silicate
0.07336289495442226,0.3799021031383973,73.36289495442226,300,,,LHVR0438,silicate
0.07412027602365252,0.3728407473206541,74.12027602365252,300,,,LHVR0438,silicate
0.07488196070393574,0.35890917514075754,74.88196070393575,300,,,LHVR0438,silicate
0.07564707737784347,0.3616697483789057,75.64707737784347,300,,,LHVR0438,silicate
0.07641622528235777,0.35814594444176934,76.41622528235777,300,,,LHVR0438,silicate
0.07718924098921079,0.35343043173118266,77.18924098921079,300,,,LHVR0438,silicate
0.07796607002231326,0.3576706018423971,77.96607002231326,300,,,LHVR0438,silicate
0.07874676685775446,0.3423980845244571,78.74676685775447,300,,,LHVR0438,silicate
0.07953138597162367,0.34648537880878155,79.53138597162366,300,,,LHVR0438,silicate
0.0803198728878316,0.34185135560162194,80.3198728878316,300,,,LHVR0438,silicate
0.08111217313028898,0.3369383978610113,81.11217313028898,300,,,LHVR0438,silicate
0.08190866803162077,0.3432448826601309,81.90866803162076,300,,,LHVR0438,silicate
0.082708976259202,0.3321996551302825,82.708976259202,300,,,LHVR0438,silicate
0.08351326124130051,0.33184595007181833,83.51326124130051,300,,,LHVR0438,silicate
0.0843213050735592,0.3398221984470741,84.3213050735592,300,,,LHVR0438,silicate
0.08513316223206734,0.32894845106118686,85.13316223206733,300,,,LHVR0438,silicate
0.0859488871929142,0.3428803301252444,85.9488871929142,300,,,LHVR0438,silicate
0.08676864338436763,0.33824617077673097,86.76864338436762,300,,,LHVR0438,silicate
0.08759215842598124,0.341669577961639,87.59215842598124,300,,,LHVR0438,silicate
0.0884194867938443,0.3384263096293872,88.4194867938443,300,,,LHVR0438,silicate
0.08925100982058176,0.33684865283672016,89.25100982058176,300,,,LHVR0438,silicate
0.09008607379312228,0.34333625882974456,90.08607379312228,300,,,LHVR0438,silicate
0.09092522347235864,0.3372076901322466,90.92522347235864,300,,,LHVR0438,silicate
0.09176851333438012,0.35129582461784503,91.76851333438012,300,,,LHVR0438,silicate
0.09261556204656177,0.3324653724121725,92.61556204656176,300,,,LHVR0438,silicate
0.09346631513281431,0.3484290576972508,93.46631513281432,300,,,LHVR0438,silicate
0.0943208815453163,0.3549085437213975,94.3208815453163,300,,,LHVR0438,silicate
0.09517958814060341,0.3473161310696797,95.17958814060341,300,,,LHVR0438,silicate
0.0960420535860507,0.34861448095520475,96.0420535860507,300,,,LHVR0438,silicate
0.0969086592142831,0.3677495748277391,96.9086592142831,300,,,LHVR0438,silicate
0.09777907816876495,0.35657478101586404,97.77907816876495,300,,,LHVR0438,silicate
0.09865314745703714,0.3603863345436902,98.65314745703714,300,,,LHVR0438,silicate
0.09953113902373734,0.3600989304430917,99.53113902373734,300,,,LHVR0438,silicate
0.10041305286886554,0.3650031101151168,100.41305286886553,300,,,LHVR0438,silicate
0.10129883408052376,0.3618621666612291,101.29883408052376,300,,,LHVR0438,silicate
0.10218842861843143,0.3700031527194334,102.18842861843143,300,,,LHVR0438,silicate
0.10308200034666509,0.3666697909832224,103.0820003466651,300,,,LHVR0438,silicate
0.10397933048925022,0.371472305165184,103.97933048925022,300,,,LHVR0438,silicate
0.10488052886998278,0.37303884533106385,104.88052886998278,300,,,LHVR0438,silicate
0.1057857584813219,0.36833647185132795,105.7857584813219,300,,,LHVR0438,silicate
0.10669491037108904,0.36510030447702363,106.69491037108904,300,,,LHVR0438,silicate
0.10760787558710562,0.3670601555537586,107.60787558710562,300,,,LHVR0438,silicate
0.10852459921747366,0.370200004602732,108.52459921747366,300,,,LHVR0438,silicate
0.1094450821338106,0.36853243701443145,109.4450821338106,300,,,LHVR0438,silicate
0.1103695962807541,0.3733365144556446,110.3695962807541,300,,,LHVR0438,silicate
0.11129792375394705,0.3701016785109554,111.29792375394705,300,,,LHVR0438,silicate
0.11223033649802712,0.37626946143901896,112.23033649802711,300,,,LHVR0438,silicate
0.11316634466399954,0.3712747340747841,113.16634466399954,300,,,LHVR0438,silicate
0.11410605720404285,0.3668648694261309,114.10605720404286,300,,,LHVR0438,silicate
0.1150496379822336,0.3729396431961957,115.04963798223359,300,,,LHVR0438,silicate
0.11599735894320946,0.3666697909832224,115.99735894320946,300,,,LHVR0438,silicate
0.1169488383185368,0.3617660551210691,116.94883831853679,300,,,LHVR0438,silicate
0.11790423997229213,0.3600989304430917,117.90423997229213,300,,,LHVR0438,silicate
0.11886334600011836,0.3598117395321961,118.86334600011836,300,,,LHVR0438,silicate
0.11982632026609204,0.35648014935134237,119.82632026609204,300,,,LHVR0438,silicate
0.12079299890613661,0.34666962056595574,120.7929989061366,300,,,LHVR0438,silicate
0.12176392668114486,0.3590482131648448,121.76392668114485,300,,,LHVR0438,silicate
0.12273823197368833,0.34009343430736444,122.73823197368833,300,,,LHVR0438,silicate
0.12371651358494037,0.34157864536566424,123.71651358494037,300,,,LHVR0438,silicate
0.12469871747462043,0.32701722949334855,124.69871747462042,300,,,LHVR0438,silicate
0.12568506154708559,0.3283361310167945,125.68506154708558,300,,,LHVR0438,silicate
0.12667494700116252,0.32526231476681783,126.67494700116252,300,,,LHVR0438,silicate
0.12766848191741237,0.3297396936408511,127.66848191741236,300,,,LHVR0438,silicate
0.1286659940239882,0.3186749532307631,128.66599402398822,300,,,LHVR0438,silicate
0.12966748244927262,0.32008793817163717,129.66748244927263,300,,,LHVR0438,silicate
0.13067289315298505,0.32008793817163717,130.67289315298504,300,,,LHVR0438,silicate
0.13168211718294692,0.3184208134936598,131.6821171829469,300,,,LHVR0438,silicate
0.13269515453915826,0.31183513901221127,132.69515453915827,300,,,LHVR0438,silicate
0.13371200522161902,0.31341943945972794,133.71200522161902,300,,,LHVR0438,silicate
0.1347326151900487,0.3117523147817508,134.7326151900487,300,,,LHVR0438,silicate
0.13575714743690637,0.3100851901037735,135.75714743690637,300,,,LHVR0438,silicate
0.1367854930100135,0.3115863740652645,136.7854930100135,300,,,LHVR0438,silicate
0.1378180877180843,0.3163327330682017,137.81808771808429,300,,,LHVR0438,silicate
0.13885422293614944,0.30357816044903,138.85422293614943,300,,,LHVR0438,silicate
0.1398944983369997,0.31825132324313105,139.8944983369997,300,,,LHVR0438,silicate
0.14093858706409942,0.3162488481737691,140.93858706409944,300,,,LHVR0438,silicate
0.14198681597398427,0.3086642217156606,141.98681597398428,300,,,LHVR0438,silicate
0.14303874925794,0.31016757142391066,143.03874925794,300,,,LHVR0438,silicate
0.14409476868440027,0.31675368881568255,144.09476868440026,300,,,LHVR0438,silicate
0.14515421966867634,0.32141293370042556,145.15421966867635,300,,,LHVR0438,silicate
0.14621770188355898,0.31183513901221127,146.217701883559,300,,,LHVR0438,silicate
0.14728510637686962,0.31358623167262434,147.2851063768696,300,,,LHVR0438,silicate
0.14835637910832772,0.31974758171234047,148.35637910832773,300,,,LHVR0438,silicate
0.1494315192063158,0.32141293370042556,149.4315192063158,300,,,LHVR0438,silicate
0.15051047263055337,0.3184208134936598,150.51047263055335,300,,,LHVR0438,silicate
0.1515933483332189,0.32141293370042556,151.59334833321893,300,,,LHVR0438,silicate
0.15268020122621048,0.31525424354322346,152.68020122621047,300,,,LHVR0438,silicate
0.15377075849327293,0.3264958377236595,153.77075849327292,300,,,LHVR0438,silicate
0.15486512908658484,0.3198326573619521,154.86512908658483,300,,,LHVR0438,silicate
0.15596347599860533,0.3200027266762668,155.96347599860533,300,,,LHVR0438,silicate
0.1570657451890538,0.32158379783206437,157.0657451890538,300,,,LHVR0438,silicate
0.15817155576111405,0.32149845245237896,158.17155576111406,300,,,LHVR0438,silicate
0.15928150651595943,0.31341943945972794,159.28150651595942,300,,,LHVR0438,silicate
0.16039521568515627,0.31825132324313105,160.39521568515627,300,,,LHVR0438,silicate
0.16151301099685766,0.316837841777113,161.51301099685767,300,,,LHVR0438,silicate
0.1626344017304514,0.3244849189656521,162.6344017304514,300,,,LHVR0438,silicate
0.1637598236946517,0.30850000383561005,163.7598236946517,300,,,LHVR0438,silicate
0.16488878616884634,0.3117523147817508,164.88878616884634,300,,,LHVR0438,silicate
0.16602183478554552,0.31000264146763346,166.02183478554554,300,,,LHVR0438,silicate
0.16715864181659618,0.3098378868193911,167.15864181659617,300,,,LHVR0438,silicate
0.16829931708579426,0.3065876621818645,168.29931708579426,300,,,LHVR0438,silicate
0.16944380568124182,0.29841531735793253,169.44380568124183,300,,,LHVR0438,silicate
0.17059254341165303,0.29841531735793253,170.59254341165303,300,,,LHVR0438,silicate
0.17174454970742092,0.2995245405836789,171.74454970742093,300,,,LHVR0438,silicate
0.17290064127407595,0.30269189269161206,172.90064127407595,300,,,LHVR0438,silicate
0.17406065511915897,0.2790036039840844,174.06065511915898,300,,,LHVR0438,silicate
0.17522448229049145,0.2834864900111011,175.22448229049144,300,,,LHVR0438,silicate
0.17639212278807337,0.28644054195063834,176.39212278807338,300,,,LHVR0438,silicate
0.1775634676597262,0.2752951166653189,177.5634676597262,300,,,LHVR0438,silicate
0.178738789721705,0.28477518996255324,178.73878972170502,300,,,LHVR0438,silicate
0.17991803406211185,0.2798535751917081,179.91803406211184,300,,,LHVR0438,silicate
0.18110109172876812,0.2797791339982979,181.10109172876813,300,,,LHVR0438,silicate
0.18228796272167386,0.2721756219440277,182.28796272167386,300,,,LHVR0438,silicate
0.18347859212893106,0.2893867545513214,183.47859212893107,300,,,LHVR0438,silicate
0.1846730348624377,0.2767426965442279,184.6730348624377,300,,,LHVR0438,silicate
0.18587112792973468,0.2797791339982979,185.87112792973468,300,,,LHVR0438,silicate
0.18707297941138312,0.2767426965442279,187.07297941138313,300,,,LHVR0438,silicate
0.18827837227464334,0.2750755718662507,188.27837227464335,300,,,LHVR0438,silicate
0.1894873605597959,0.2813696415185584,189.4873605597959,300,,,LHVR0438,silicate
0.19069999830712134,0.2800023858417334,190.69999830712135,300,0.003843911845,620.523117193984,LHVR0438,silicate
0.1919165583328748,0.27362666141280184,191.91655833287479,300,0.00361822095,571.21626205972,LHVR0438,silicate
0.19313665974024002,0.2812950281124578,193.13665974024002,300,0.003595188784,563.361207000987,LHVR0438,silicate
0.19435986584888537,0.28825905194273127,194.35986584888536,300,0.003638967409,577.295603480359,LHVR0438,silicate
0.19558644947506595,0.2817440705781598,195.58644947506596,300,0.003462016853,523.577407754345,LHVR0438,silicate
0.19681646553067977,0.29786051535821406,196.81646553067978,300,0.00395610044,587.389456787601,LHVR0438,silicate
0.19804980419193083,0.2879528986003266,198.04980419193083,300,0.0039632426,586.700488927741,LHVR0438,silicate
0.19928641141853853,0.2928684396818193,199.28641141853853,300,0.003960923838,587.746020568733,LHVR0438,silicate
0.2005260693061458,0.2867454446120916,200.5260693061458,300,0.003957334303,590.584378197429,LHVR0438,silicate
0.20176877785475264,0.2948457310055496,201.76877785475264,300,0.003921048884,594.798183182533,LHVR0438,silicate
0.20301442811218048,0.2914365979148936,203.0144281121805,300,0.003840043041,594.903526229622,LHVR0438,silicate
0.20426329289468445,0.28689804174303934,204.26329289468444,300,0.003754014407,599.149568721338,LHVR0438,silicate
0.20551526237846854,0.2933358327865778,205.51526237846855,300,0.003584454861,600.599648685492,LHVR0438,silicate
0.20676962881018085,0.2995245405836789,206.76962881018085,300,0.003535342036,604.626225598008,LHVR0438,silicate
0.20802699186261214,0.29038860139148515,208.02699186261214,300,0.003519362258,607.935044979733,LHVR0438,silicate
0.2092866429107931,0.29023406548423747,209.2866429107931,300,0.003633466057,617.538383228475,LHVR0438,silicate
0.21054885389936143,0.2965902384150646,210.54885389936143,300,0.003613365349,618.705329962492,LHVR0438,silicate
0.21181378869239365,0.2932577638261312,211.81378869239364,300,0.003726546503,626.632278874441,LHVR0438,silicate
0.21308101148117553,0.29341394332400067,213.08101148117552,300,0.003811970409,630.412984518358,LHVR0438,silicate
0.21435063121788564,0.2981773211864033,214.35063121788565,300,0.003796450983,624.001071559068,LHVR0438,silicate
0.21562281176660053,0.2961964901327492,215.62281176660053,300,0.003783418514,619.200354940021,LHVR0438,silicate
0.21689706240670797,0.28689804174303934,216.897062406708,300,0.003765865443,652.304537202499,LHVR0438,silicate
0.21817332822630997,0.2914365979148936,218.17332822630996,300,0.003188487492,592.045573976035,LHVR0438,silicate
0.21945193695355963,0.28189400613124216,219.45193695355962,300,0.003331299707,590.475363027985,LHVR0438,silicate
0.22073234295594676,0.2928684396818193,220.73234295594676,300,0.003706256,633.087877823128,LHVR0438,silicate
0.22201460114536933,0.28015135483449993,222.01460114536934,300,0.003403583294,588.767308361066,LHVR0438,silicate
0.2232988204740059,0.27992786547039805,223.2988204740059,300,0.003379428406,580.079623820593,LHVR0438,silicate
0.22458478303749937,0.2750755718662507,224.58478303749936,300,0.003319756889,586.245229389624,LHVR0438,silicate
0.22587232584339062,0.2830345506399699,225.87232584339063,300,0.003363879817,586.82640015873,LHVR0438,silicate
0.22716161188413875,0.27333566236931117,227.16161188413875,300,0.003580737486,574.039965712144,LHVR0438,silicate
